DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7763595;1;1;1;56.731.013.061;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;;;;;;;;;5;5;2;3;0;0;0;5;5;8;0;0;;1;;;;;;;;;;;;;;1;;;;;;;;1;;;;;4;4;4;4;3;3
7763598;1;1;1;17.942.831.033;2;1;;2;2;1;1;;2;;;2;;;2;;;1;1;;7;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;60;20;60;20;60;60;60;1;60;20;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;2;3;2;2
7763600;1;1;1;6.877.452.043;2;1;;2;2;2;2;;2;;;2;;;1;1;800000;2;;;2;250;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;1;2;;;;2;;1;2;1;;;;;;120;25;120;0;120;120;120;1;25;25;120;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7763601;1;1;1;69.484.446.532;1;1;;2;2;2;2;;2;;;1;1;1400000;2;;;2;;;0;0;;2;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;120;30;120;20;30;120;120;1;30;30;120;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7763602;1;1;1;10.166.707.857;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;120;30;120;15;120;120;120;1;15;15;120;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7763604;1;1;1;72.411.754.177;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;90;60;60;60;60;60;60;30;0;0;60;0;;1;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;4;4;3;3;3;3
7763607;1;1;1;72.411.754.177;1;1;;2;2;1;2;;2;;;2;;;2;;;2;;;3;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;2;;1;1;2;;;;;;90;60;60;90;60;60;60;30;0;0;0;0;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;4;4;3;3;3;3
7763608;1;1;1;6.877.452.043;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;250;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;1;1;1;1;;;1;2;1;;;;;;120;25;120;25;120;120;120;1;25;25;120;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;2;3;2;2
7763609;1;1;1;82.529.424.516;1;1;;2;2;1;1;;2;;;1;1;1500000;2;;;2;;;2;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;60;25;60;20;60;60;60;1;0;25;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;2
7763612;1;1;1;13.808.400.956;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;250;;2;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;;1;1;1;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;60;20;60;25;60;60;60;1;60;25;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;2
7763613;1;1;1;13.808.400.956;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;60;25;60;20;60;60;60;1;60;25;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;2;2;2
7763614;1;1;1;10.605.179.266;2;1;;2;2;1;1;;2;;;2;;;1;1;1920000;2;;;3;250;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;60;25;60;25;68;60;60;1;0;25;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;2
7763615;1;1;1;92.056.006.372;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;250;;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;80;25;80;25;80;80;80;1;0;25;80;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;3;2;2
7763616;1;1;1;14.536.497.918;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;1;2;1;;;;1;2;1;;;;;;10;10;60;3;60;60;10;30;60;30;15;60;;;;1;;;;;;;;;;;;;;1;1;;;;;;;;;;2;3;2;3;1;3
7763617;1;1;1;55.019.616.344;1;1;;2;2;1;1;;2;;;1;1;1250000;2;;;2;;;1;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;5;30;80;5;80;80;5;5;80;5;5;80;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7763620;1;1;1;62.410.573.472;1;1;;2;2;1;2;;2;;;1;1;1200000;2;;;2;;;5;0;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;1;2;1;;;;1;2;1;;;;;;3;30;60;3;60;60;3;5;60;15;5;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;3;2;2
7763621;1;1;1;11.522.757.919;2;2;;2;2;1;1;;2;;;2;;;2;;;2;;;4;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;10;40;70;5;70;60;5;1;70;6;60;60;;;1;;;;;;;;;;;;;;;1;;1;;;;;;;;;3;2;2;3;2;2
7763623;1;1;1;70.701.195.105;2;1;;2;2;1;2;;2;;;1;1;1300000;2;;;2;;;4;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;10;45;80;10;80;80;10;5;80;80;80;80;;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;2;2;2;3;1;1
7763624;1;1;1;13.116.638.712;1;1;;2;2;1;2;;1;2;3800000;2;;;1;1;1200000;2;;;7;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;15;35;70;1;70;70;10;20;70;5;70;70;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7763625;1;1;1;92.056.006.372;1;2;;1;2;1;2;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;1;1;2;1;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;10;40;50;5;50;60;5;5;60;60;60;60;;1;;;;;;;;;;;;;;1;;1;;;;;;;;;;;2;2;3;2;1;3
7763626;1;1;1;55.019.616.344;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;2;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;15;10;50;5;60;60;5;5;60;25;5;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;5;3;3
7763627;1;1;1;66.309.900.744;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;15;30;60;5;60;60;15;5;60;10;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;3;3;2;2
7763628;1;1;1;92.581.971.563;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;15;0;;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;1;2;;;1;2;1;;;;1;1;2;;;;;;5;5;5;5;120;120;120;5;120;120;120;120;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;5;5;5;5;3;3
7763629;1;1;1;96.447.300.733;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;40;25;60;25;60;45;45;10;60;15;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;3;2;3
7763630;1;1;1;10.186.330.408;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;1;1;1;2;2;2;2;;2;;1;1;;2;;;;5;;1;2;1;;;;;;30;20;40;30;40;40;30;1;0;50;40;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;2;2;2
7763631;1;1;1;20.340.349.782;2;1;;2;2;1;1;;2;;;2;;;2;;;2;;;4;250;;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;40;20;40;40;40;40;40;1;0;0;40;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;3;2;3;3
7763632;1;1;1;14.097.368.482;2;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;5;;1;2;1;;;;;;40;20;60;20;60;50;50;15;45;45;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;4;3;3
7763633;1;1;1;95.612.797.557;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;1;2;1;;;;1;2;1;;;;;;40;20;60;40;60;60;60;10;40;20;60;60;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;3;3;3
7768220;1;1;1;14.071.576.648;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;3;10;20;5;0;2;2;2;10;0;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;3;4;5;1;1
7768228;1;1;1;19.983.163.821;1;1;;1;1;2;2;;2;;;2;;;2;;;2;;;10;100;;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;;2;;1;2;1;2;1;2;1;2;2;;;1;1;1;1;;;;;;1;;;1;;0;0;0;0;0;0;10;10;18;12;15;;;1;;;;;;;;;;;;;1;;;;1;;;;;;;;;;3;2;2;2;1;2
7768239;1;1;1;20.014.693.005;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;4;250;;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;;2;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;15;20;20;10;15;15;15;12;25;25;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768257;1;1;1;25.018.366.257;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;50;;1;1;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;;1;1;1;1;;1;2;1;;;;1;2;1;;;;;;3;10;30;3;20;15;5;5;20;15;30;;;;;;;;;;1;;1;;;;;1;;;;1;;;;1;;;;;2;3;3;4;3;2
7768258;1;1;1;16.011.754.404;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;2;400;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;1;1;;1;1;2;1;;;;;;;;;;;5;5;5;5;20;20;5;5;20;30;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768259;1;1;1;15.233.159.913;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;250;;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;1;1;2;;;2;;;;1;;;;;1;;;2;;5;10;8;5;20;15;5;5;15;30;20;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;2
7768260;1;1;1;14.957.161.002;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;2;;5;5;5;5;5;5;5;10;20;20;5;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;4;4;4;4;3;3
7768261;1;1;1;21.965.380.198;2;2;;2;2;2;3;;2;;;2;;;2;;;2;;;2;400;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;1;1;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;2;;5;5;5;5;5;5;5;5;20;20;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768264;1;1;1;16.016.425.265;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;7;125;;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;;2;;2;2;2;2;1;1;2;;2;;;1;2;1;;;;1;2;1;;;;;;5;0;25;5;15;25;5;25;0;0;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768266;1;1;1;17.627.182.238;1;2;;1;1;1;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;1;2;2;1;1;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;2;1;1;1;2;;1;1;1;1;;;;;;1;;;1;;5;10;40;5;5;15;5;25;0;15;25;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768267;1;1;1;11.998.429.507;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;5;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;5;20;30;30;15;30;5;30;20;15;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;3
7768269;1;1;1;13.461.444.902;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;3;125;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;5;15;25;5;0;15;5;5;15;15;35;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768270;1;1;1;14.826.973.262;1;2;;1;1;1;1;;2;;;2;;;1;1;212000;2;;;7;125;;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;;1;1;1;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;1;;;1;;5;10;25;5;15;30;5;15;10;25;35;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768274;1;1;1;17.994.120.592;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;400;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;1;1;;1;1;2;1;;;;;;1;;;2;;5;5;5;5;20;20;5;5;20;18;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768275;1;1;1;18.297.503.405;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;2;125;;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;;1;1;1;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;10;10;30;5;25;20;5;15;0;15;35;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768277;1;1;1;14.358.874.562;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;2;125;;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;1;;1;1;1;1;;;;;;1;;;1;;5;15;20;5;5;10;5;15;0;15;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768278;1;1;1;15.339.615.105;1;2;;1;1;1;1;;2;;;2;;;2;;;2;;;4;200;;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;2;1;;;;;;;1;;;1;;5;10;15;5;15;35;5;10;0;15;25;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;3;3
7768288;1;1;1;722.029.397;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;4;0;;2;2;2;2;2;1;2;2;1;2;1;2;2;2;1;2;;1;1;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;2;1;;;;;;5;20;40;5;60;120;40;5;120;45;45;45;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7768289;1;1;1;11.999.478.995;2;1;;2;2;2;2;;1;1;100000;2;;;2;;;2;;;3;0;;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;2;;;;7;;;;;1;;;1;;20;30;60;5;5;60;60;5;45;45;60;45;;;;;;;1;;1;;;;;;1;;;;;;;;;;;;;;2;2;4;4;2;3
7768290;1;1;1;62.314.734.355;2;1;;2;2;1;1;;2;;;1;2;3120000;2;;;2;;;4;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;20;15;45;3;30;60;60;40;35;40;60;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;4;2;2
7768291;1;1;1;11.167.426.363;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;2;2;;1;2;1;1;1;1;1;4;2;;;1;1;1;1;;;;;;1;;;1;;10;5;5;5;75;60;60;5;75;75;60;75;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768292;1;1;1;90.151.636.277;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;10;5;5;5;75;60;60;5;60;60;60;75;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;3
7768293;1;1;1;93.950.737.417;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;10;5;5;5;60;60;60;5;60;60;60;75;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7768294;1;1;1;54.437.612.906;1;1;;2;2;2;2;;2;;;2;;;1;1;1500000;2;;;5;0;;1;1;1;2;2;1;2;2;1;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;5;5;5;5;60;60;60;5;60;60;60;75;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;3
7773835;1;1;1;16.067.791.231;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;2;;2;2;1;1;1;1;1;1;1;1;;1;1;2;1;;;;;;;1;;1;;5;5;5;5;5;10;5;5;20;20;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;3;3;2;2
7773836;1;1;1;17.340.398.755;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;4;0;;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;2;;1;1;1;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;1;1;30;1;10;5;2;10;40;2;2;;;;1;;;;;;1;1;;;;;;1;;;1;;;;;1;;1;;;2;1;5;4;3;3
7773837;1;1;1;15.017.947.016;1;1;;1;2;1;2;;2;;;2;;;2;;;2;;;3;0;;2;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;2;1;;;;;;;1;;;1;;60;60;20;10;60;30;5;5;99;15;60;;;1;;1;;;;;1;;1;;;;1;;;;1;;;;;1;;;;;2;2;4;2;1;2
7773838;1;1;1;18.638.254.234;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;2;1;2;1;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;1;;;1;;5;30;90;5;5;30;5;10;60;5;30;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;5;5;3;3
7773839;1;1;1;22.523.098.029;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;1;1;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;1;;;2;;5;0;40;10;15;40;5;10;120;5;20;;;1;;;;;;;1;;;;;;;;;;;;;;;1;;;;;3;2;4;3;3;3
7773840;1;1;1;22.033.977.797;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;;1;1;2;2;1;2;1;1;2;;2;;;2;;;;1;;;;;1;;;1;;10;45;40;5;5;30;5;5;50;10;20;;;1;;;;;;;1;;1;;;;;;;1;1;;;;;1;;;;;4;3;5;4;3;3
7773841;1;1;1;23.919.499.249;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;1;2;1;;;;;;1;;;1;;15;8;20;2;5;1;2;5;2;5;2;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;4;2;4;2;2;3
7773842;1;1;1;21.251.326.275;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;4;0;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;;1;2;1;2;1;3;1;2;2;;;1;1;2;1;;;;;;1;;;1;;30;5;99;5;99;5;5;2;99;99;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;3;3;3
7773843;1;1;1;1.429.620.929;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;3;0;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;2;;;;;;1;;;1;;10;10;5;5;20;10;5;5;30;30;5;;;;;;;;;;1;;;;;;;;;;1;;;;;1;;1;;;3;2;4;4;3;3
7773844;1;1;1;1.178.666.915;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;2;;2;;1;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;2;;10;5;60;5;30;15;5;5;90;60;30;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;3;1;2
7773845;1;1;1;17.627.182.238;1;1;;1;2;1;2;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;2;1;1;2;1;2;1;2;2;2;1;2;;2;;2;2;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;5;5;30;2;30;20;5;5;30;5;5;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;3;2;4;4;3;3
7773846;1;1;1;13.768.549.921;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;0;0;;1;1;1;2;1;1;1;2;1;2;2;2;2;2;2;1;1;1;2;1;1;1;2;2;;1;3;2;;;1;1;2;1;;;;;;1;;;1;;15;10;40;10;10;40;10;10;60;60;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;5;3;3
7773847;1;1;1;18.997.275.603;1;2;;2;2;1;2;;2;;;1;1;1500000;2;;;2;;;3;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;1;2;;;;2;;;;;1;;;2;;5;5;20;5;30;5;5;15;30;30;5;;;;;;;;;;1;;;;;;;;;1;;;;;;1;;;;;4;3;2;4;3;3
7773848;1;1;1;14.620.534.838;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;4;2;;;;1;;;;;1;;;2;;5;5;5;5;30;5;5;15;20;20;5;;;;;;;;;;1;;1;;;;;;;1;1;;;;;1;;;;;3;3;3;3;3;3
7773849;1;1;1;14.251.359.132;1;2;;2;2;2;1;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;2;;;;;;1;;;2;;15;15;30;1;5;20;3;3;30;3;30;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;4;4;5;3;3;3
7773850;1;1;1;1.704.658.841;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;1;2;;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;10;2;25;10;20;5;5;2;30;5;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
