DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1079;P9010;P9025;P9025S1;P9025S2;P5230;P9090;P784;P784S1;P784S1A1;P784S1A2;P784S2;P784S2A1;P784S2A2;P784S5;P784S5A1;P784S5A2;P784S4;P784S4A1;P1072;P1072S1;P1072S2;P1077;P1077S1;P1077S2;P1077S3;P1077S4;P1077S5;P1077S6;P1077S27;P1077S7;P1077S8;P1077S9;P1077S10;P1077S11;P1077S12;P1077S13;P1077S14;P1077S15;P1077S15A1;P1077S16;P1077S16A1;P1077S17;P1077S18;P1077S19;P1077S20;P1077S21;P1077S21A1;P1077S22;P1077S22A1;P1077S23;P1077S23A1;P1076;P1075;P1075S1;P1075S2;P3199;P1074;P795;P795S1;P795S1A1;P795S1A2;P795S2;P795S3;P795S4;P3201;P1913;P1913S1;P1913S2;P1913S3;P1913S10;P1913S9;P1913S5;P1913S6;P1913S7;P1913S11;P1913S12;P1913S8;P1913S13;P3202;P3202S1;P3202S2;P3202S3;P3202S4;P3202S5;P3202S6;P3202S7;P3202S8;P3202S9;P3202S10;P3202S11;P3202S12;P3203;P3203S1;P3203S2;P3203S3;P3203S4;P3203S5;P3203S6;P3203S7;P3203S8;P3203S9;P3203S10;P3203S11;P3203S12;P3203S13;P3203S14;P3353;P3354;P3355;P3356;P3357;P3358
7584905;1;1;1;16.143.496.424;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;3;200;;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;;2;;1;2;1;2;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;15;5;25;15;0;25;5;5;0;0;5;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;3;2;5;5;2;2
7584906;1;1;1;17.487.895.593;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;;2;;2;2;1;1;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;3;10;30;15;0;20;5;1;10;3;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;2;2;2;2
7584908;1;1;1;13.044.372.547;2;2;;2;2;2;3;;2;;;2;;;2;;;2;;;4;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;2;;1;2;1;2;1;1;1;1;2;;;1;1;2;1;;;;;;1;;;1;;15;15;60;10;60;20;10;10;40;60;30;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;3;4;3;3
7584910;1;1;1;15.928.020.789;1;1;;1;2;1;1;;2;;;2;;;1;1;1120000;1;1;;4;450;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;5;20;90;10;2;20;5;10;30;10;60;;;1;;1;;;;;1;;1;;;;;;;1;1;;;;;1;1;1;;;2;2;4;5;3;3
7584911;1;1;1;1.907.443.863;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;6;0;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;5;15;60;10;30;30;5;10;60;30;30;;;1;1;;;;;;1;;1;;;;;;;1;1;;;;;1;;;;;4;2;4;3;3;3
7584912;1;1;1;15.986.531.057;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;7;400;;1;1;1;2;2;2;2;1;1;2;1;2;2;2;2;2;;2;;2;1;2;2;2;;2;;2;;2;1;1;2;1;;;1;2;1;;;;;;1;1;20;2;30;30;2;3;60;60;40;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;4;3;3;3;3;3
7584913;1;1;1;1.650.133.681;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;10;0;;1;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;1;2;1;;;1;1;1;;1;;1;;10;30;40;5;20;10;2;2;60;60;60;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;4;4;4;4;3;3
7584914;1;1;1;18.567.436.613;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;450;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;2;1;;;;;;5;5;30;5;5;15;5;5;5;15;20;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;;;3;2;3;2;2;2
7584915;1;1;1;18.068.396.181;1;2;;2;2;1;2;;2;;;2;;;1;1;120000;2;;;7;400;;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;1;2;2;2;;1;2;2;;;1;1;2;1;;;1;1;1;;;;;;1;20;30;2;30;20;2;2;30;30;30;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7584916;1;1;1;18.276.220.678;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;2;1;1;1;2;1;1;2;2;2;2;2;;1;1;1;2;1;1;1;1;2;;2;;;1;1;2;1;;;;;;1;;;1;;2;10;30;5;2;30;2;5;5;5;8;;;;1;;;;;;;;;;;;;;;;;;;;;1;1;;;;2;1;3;2;1;3
7584917;1;1;1;1.566.048.516;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;0;;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;1;1;2;1;;;;;;1;;;1;;10;5;15;10;10;2;10;2;5;2;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;1;4;2;2;1
7584918;1;1;1;18.564.003.911;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;6;0;;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;3;20;30;5;25;2;6;2;10;2;10;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;2;2;2;2;1;1
7584919;1;1;1;18.917.368.447;1;1;;2;2;2;2;;2;;;1;1;1440000;1;1;1920000;2;;;12;0;;1;1;1;2;2;1;1;2;1;2;1;2;2;2;2;1;1;1;1;1;2;2;2;2;;2;;2;;3;1;1;2;1;;;1;1;2;;;;;;15;15;15;2;120;15;15;1;15;15;15;15;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;2;2;2
7584925;1;1;1;96.879.526.363;2;1;;1;2;2;3;;2;;;2;;;1;1;1920000;2;;;7;0;;1;1;1;1;2;1;1;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;2;1;;;;;;;;1;;2;;10;15;10;5;120;10;10;1;10;15;10;10;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;3;2;2;1
7584926;1;1;1;96.447.300.733;2;2;;2;2;2;2;;2;;;1;1;1500000;2;;;2;;;4;0;;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;1;1;1;2;1;;;;;;;1;;1;;40;40;40;10;120;40;40;1;40;40;40;40;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;3;2;2;2;2
7584928;1;1;1;10.473.792.237;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;2;1;1;1;1;2;;;1;1;1;1;;;;;;;1;;1;;20;20;20;5;120;20;20;1;20;20;20;20;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;3;4;3;3;2
7593004;1;1;1;14.071.576.648;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;1;2;1;1;2;2;2;1;2;1;1;2;;1;2;2;2;2;;1;2;1;1;;1;1;1;1;;;1;2;1;;;;;;5;5;15;5;5;10;5;2;20;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;2;2;2
7593005;1;1;1;16.106.334.035;1;1;;1;2;2;3;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;;1;1;1;1;2;;1;1;2;;;1;1;1;1;;;;;;1;;;1;;10;0;30;10;0;0;0;5;0;0;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;3;2;2
7593008;1;1;1;17.867.333.028;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;3;434;;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;1;1;2;;1;2;2;2;1;1;2;;2;;;1;1;2;1;;;1;1;1;;;;;;6;5;20;2;20;20;5;4;8;8;3;;;1;;;;;;;1;;;;;;;;;1;1;;;;;1;;;;;3;4;4;5;3;3
7593010;1;1;1;20.014.693.005;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;0;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;2;;1;2;2;1;2;;1;2;2;;;1;1;1;1;;;1;2;1;;;;;;5;5;10;5;20;15;5;1;30;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;2;1;1
7593013;1;1;1;1.661.674.942;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;400;;2;1;1;2;2;2;1;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;1;1;2;;;1;1;2;1;;;;;;;1;;1;;1;15;30;5;40;20;5;5;30;30;40;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;4;3;3;3;3;3
7593015;1;1;1;24.772.525.276;2;1;;2;2;2;3;;2;;;2;;;2;;;2;;;5;0;;1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;1;2;2;;1;2;1;1;2;;1;3;2;;;1;1;1;1;;;;;;1;;;1;;5;5;20;5;10;15;5;2;5;3;5;;;;;;;;;1;1;;;1;;;;1;;;;;;;;;;;;;4;1;4;1;2;2
7593020;1;1;1;15.649.787.732;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;5;0;;1;1;1;1;1;1;2;2;1;2;1;2;2;2;1;1;1;2;;2;2;2;2;2;;1;4;2;;;1;1;2;1;;;1;2;1;;;;;;12;13;5;5;35;5;2;2;25;12;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2
7593022;1;1;1;20.330.559.339;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;7;400;;2;1;1;2;2;2;1;1;2;1;1;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;2;;;;1;;;;;1;;;1;;5;7;30;10;20;15;5;5;40;12;30;;;1;1;;;;1;;1;;1;;;;;;;1;;;;;;1;1;1;;;3;2;3;3;3;3
7593027;1;1;1;20.153.316.061;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;7;450;;1;1;1;2;2;2;1;1;2;2;1;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;2;1;1;2;1;;;;;;1;;;1;;5;5;30;5;20;20;5;5;15;15;30;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;2;4;3;3;3
7593032;1;1;1;18.018.478.423;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;1;2;1;1;;1;1;2;1;;;;;;;;;;;6;2;15;15;60;5;5;2;2;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;2;1;1
7593035;1;1;1;20.495.889.708;1;1;;2;2;1;1;;2;;;2;;;1;1;192000;1;1;;7;450;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;1;2;2;;;;;;;;;;;5;5;10;5;5;12;2;5;30;5;12;;;;1;;;;;;1;;;;;;1;;;;;;;;;;;;;;4;2;2;2;3;2
7593040;1;1;1;16.644.987.342;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;1;1;2;;2;2;2;2;2;;1;2;1;1;;1;1;2;1;;;1;2;1;;;;;;15;15;40;20;50;3;10;12;60;60;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;4;2;2
7593043;1;1;1;17.937.218.249;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;450;;1;1;1;2;1;1;1;2;1;2;1;2;2;2;1;2;;1;1;1;1;1;2;2;;1;1;2;;;1;1;2;1;;;;;;1;;;1;;5;20;120;5;10;30;5;45;45;45;45;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;3;3;4;4;2;3
7593045;1;1;1;15.846.760.616;1;2;;2;2;1;2;;2;;;2;;;2;;;2;;;7;400;;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;;2;;2;1;1;2;2;;2;;2;;3;2;;;;1;;;;;;1;;2;;10;15;40;3;15;30;5;20;30;30;60;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;4;2;5;3;3;3
7593047;1;1;1;1.962.339.682;1;2;;2;2;1;1;;2;;;2;;;2;;;2;;;10;400;;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;2;;;;1;;;;;;1;;2;;10;15;30;5;15;40;5;30;40;40;60;;;;;;;;;;1;;1;;;;;;;;;;;;;1;;;;;4;4;4;3;3;3
7593048;1;1;1;18.567.436.613;2;2;;1;2;1;1;;2;;;2;;;2;;;2;;;7;434;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;1;1;2;1;;;2;;8;5;30;1;2;5;2;40;40;6;20;;;1;1;;;;;;1;;;;;;;;1;;1;;;;;1;;1;1;;2;2;4;3;3;3
7593051;1;1;1;12.812.298.749;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;1;2;1;1;1;2;2;2;1;1;1;2;;2;2;1;2;2;;2;;1;1;;1;1;2;1;;;;;;1;;;1;;5;5;20;5;5;10;5;5;6;12;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2
7594514;1;1;1;17.948.593.202;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;2;450;;1;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;;2;;1;2;1;2;1;1;2;;2;;;1;1;2;1;;;;;;;1;;2;;20;30;90;10;10;60;5;120;120;120;90;;;;1;;;;;;1;;1;;;;1;;;;;;;;;;;;;;4;2;5;5;3;3
7594515;1;1;1;20.014.693.005;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;5;400;;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;;1;;2;;30;5;30;5;5;30;5;10;60;60;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;5;5;3;3
7594516;1;1;1;15.542.767.386;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;400;;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;2;;2;;1;1;1;1;2;;1;2;2;;;1;1;2;1;;;;;;1;;;1;;5;2;20;15;15;10;3;3;3;3;15;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;1;4;2;3;3
7594517;1;1;1;1.638.043.493;1;2;;1;2;2;1;;2;;;2;;;2;;;2;;;6;450;;2;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;;2;;1;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;5;2;20;5;20;5;2;2;20;2;20;;;;1;;;;;;1;;1;;;;;;;1;1;1;;;;1;;;;;2;2;2;1;2;3
7594551;1;1;1;12.605.722.773;1;1;;2;2;1;1;;1;1;190000;2;;;2;;;2;;;14;400;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;1;3;2;;;2;;;;7;;1;1;2;;;;;;20;120;25;20;25;25;25;2;99;25;20;99;;;1;;;;;;;;1;;;;;;;1;;;;;;1;;;;;3;2;3;3;3;3
7594593;1;1;1;57.929.403.342;1;1;;2;2;1;1;;2;;;2;;;2;;;2;;;5;450;;2;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;2;;1;1;2;;;;;;2;10;30;30;30;30;30;2;30;30;30;30;;;;;;;;;1;;1;;;;;;;1;;;;;;1;;;;;4;4;4;4;3;3
7594614;1;1;1;15.066.198.622;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;3;450;;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;1;;1;1;2;;;;;;20;60;30;30;30;30;30;30;30;30;30;30;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;3;3;3;3
7594618;1;1;1;70.701.195.105;1;1;;2;2;2;2;;2;;;1;2;2880000;1;2;2880000;2;;;2;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;2;20;30;2;30;30;30;3;30;40;40;40;;;;;;;;;;;1;;;;;;;1;;;;;;;;1;;;2;2;2;3;3;3
7594620;1;1;1;55.019.616.344;1;1;;2;2;1;2;;2;;;1;1;1500000;2;;;2;;;0;400;;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;3;75;75;4;75;75;45;1;45;45;50;58;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;3;2;3;3;2;2
7594623;1;1;1;12.605.722.773;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;16;450;;1;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;;1;2;2;2;2;2;2;;1;1;2;;;2;;;;1;;1;2;1;;;;;;20;40;30;30;30;30;30;30;30;30;30;30;;;1;;;;;;;;;;;;;;;1;;;;;;1;;;;;2;2;3;3;1;1
7594627;1;1;1;81.969.268.414;1;2;;1;1;1;2;;2;;;2;;;2;;;2;;;10;0;;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;;1;;2;;30;120;120;120;120;120;120;0;120;120;120;120;;;1;;;;;;1;;1;;;;;;;1;1;;;;;;;;;;3;3;3;3;3;3
7594630;1;1;1;78.991.816.737;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;7;0;;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;2;1;;;;;;2;20;30;5;30;30;30;1;30;30;30;30;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;2;2;2;2;2;2
7594636;1;1;1;70.701.195.105;2;1;;2;2;1;1;;2;;;2;;;1;1;240000;2;;;6;450;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;2;2;;;;6;;1;1;2;;;;;;30;45;45;45;30;0;40;0;40;40;40;40;;;;1;;;;;;;1;;;;;;;1;;;;;;1;;;;;4;4;4;5;3;3
7594640;1;1;1;10.473.792.237;1;2;;1;2;1;1;;2;;;2;;;2;;;2;;;5;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;1;2;;;;1;;1;2;1;;;;;;15;15;15;15;15;15;15;15;15;15;15;15;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;4;4;4;4;3;3
7594647;1;1;1;11.637.512.547;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;450;;1;1;1;2;1;1;2;2;1;1;1;2;2;2;2;1;1;2;;2;2;2;2;2;;1;1;2;;;2;;;;7;;1;1;2;;;;;;30;35;20;25;30;30;25;30;25;30;25;30;;;;;;1;;;;;;;;;;;;1;;;;;;1;;;;;2;2;2;2;1;1
7594651;1;1;1;90.894.475.181;1;1;;2;2;1;2;;2;;;1;1;960000;2;;;2;;;10;0;;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;1;1;2;;;1;2;1;;;;1;2;1;;;;;;2;20;30;5;0;0;0;0;0;5;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7594667;1;1;1;8.195.603.298;1;1;;1;2;2;2;;2;;;2;;;2;;;2;;;6;485;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;2;;;;1;;1;1;2;;;;;;1;25;35;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7594670;1;1;1;13.856.348.768;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;5;485;;1;2;1;2;2;1;2;2;1;1;1;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;5;30;0;2;0;0;0;0;0;0;0;0;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;3
7594673;1;1;1;10.374.412.303;2;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;;1;1;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;5;25;35;3;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7594687;1;1;1;11.120.514.973;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;5;0;;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;2;1;;;;;;1;25;0;2;0;35;35;0;0;0;0;0;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;4;4;4;4;3;3
7594700;1;1;1;72.975.966.808;1;2;;1;2;2;2;;2;;;2;;;2;;;1;1;;7;0;;2;1;1;2;1;2;2;2;1;2;1;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;1;2;1;;;;;;;1;;;1;;5;0;0;5;0;0;0;0;0;0;0;0;;1;;;;;;;;;;;;;;;;1;;;;;;;;1;;;4;4;4;4;3;3
7594701;1;1;1;51.573.648.237;1;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;1;2;1;;;;1;1;2;;;;;;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;4;4;4;4;3;3
7594702;1;1;1;48.983.110.058;1;1;;2;2;2;1;;2;;;2;;;2;;;2;;;7;0;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;2;;1;2;2;2;2;;2;;2;;2;1;2;1;;;;1;2;1;;;;;;0;0;0;5;0;0;0;0;0;0;0;0;;;;;;;;;;;1;;;;;;;1;;;;;;;;1;;;4;4;5;5;3;3
7606490;1;1;1;19.078.535.777;1;2;;1;2;2;2;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;2;1;2;2;2;2;1;3;1;2;2;2;1;2;1;1;1;2;2;;;1;1;1;1;;;;;;1;;;1;;6;5;7;3;60;7;5;2;15;4;4;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;4;4;5;2;2
7606491;1;1;1;19.669.894.064;2;1;;2;2;1;2;;2;;;2;;;2;;;2;;;2;0;;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;2;2;2;2;;2;;2;;3;2;;;;1;;;;;;;;;;3;10;20;5;10;5;5;30;99;99;2;;;1;;;;;;;1;;1;;;;;;;;1;;;;;;;;;;4;2;3;3;3;3
7606492;1;1;1;17.529.528.107;1;1;;2;2;1;2;;1;1;108000;2;;;2;;;2;;;3;0;;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;;2;;2;2;1;2;2;;2;;2;;3;2;;;;1;;;;;1;;;1;;3;10;30;5;10;5;5;30;99;99;5;;;;;;;;;;1;;1;;;;;;;1;;;;;;1;;;;;3;3;4;3;2;3
7606493;1;1;1;19.174.518.881;2;2;;2;2;2;2;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;1;1;2;;2;1;1;2;2;;1;2;1;1;;1;1;2;1;;;;;;1;;;2;;10;10;10;5;30;5;5;3;30;40;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;2;4;2;3;3
7606494;1;1;1;18.018.478.423;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;6;434;;1;1;1;2;1;1;1;2;1;1;1;2;2;2;2;2;;1;2;2;2;1;2;1;1;2;;2;;;1;1;2;1;;;1;1;1;1;;;1;;3;5;5;2;5;10;5;5;15;5;5;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;2;1;1;1;1;2
7606495;1;1;1;21.108.084.003;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;;2;2;1;1;2;;1;1;2;;;1;1;2;1;;;;;;1;1;;1;;10;10;15;10;30;3;7;5;30;30;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;2;1;1
7606496;1;1;1;23.416.389.288;1;1;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;2;1;2;2;1;1;2;2;2;1;2;1;1;2;;2;2;2;2;1;1;1;1;2;;;1;1;2;1;;;1;2;1;;;;;;10;10;10;15;30;10;10;10;10;10;10;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;4;4;2;2
7606498;1;1;1;16.179.925.845;1;1;;2;2;2;2;;2;;;2;;;2;;;2;;;7;434;;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;;1;1;2;2;1;2;1;1;2;;2;;;1;1;1;1;;;;;;;1;;2;;1;10;20;1;1;3;1;10;20;20;10;;;;1;;;;1;;;;;;;;;;;;;;;;1;1;;;;;3;2;4;4;3;2
7606499;1;1;1;15.050.373.828;2;1;;2;2;2;3;;2;;;2;;;2;;;2;;;1;0;;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;3;2;;1;1;1;1;1;2;1;3;1;2;;1;1;1;1;;;;;;1;;;1;;10;5;30;7;30;20;7;2;60;5;20;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;2;2;1;2;2;2
7606502;1;1;1;19.124.063.167;1;2;;2;2;2;3;;2;;;2;;;2;;;2;;;2;0;;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;1;2;;2;2;1;1;1;1;1;1;2;;;1;1;1;1;;;;;;1;;;1;;5;10;30;5;0;15;5;5;30;5;5;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;3;3;4;4;2;2
7606503;1;1;1;17.948.593.202;1;2;;1;2;1;1;;2;;;2;;;2;;;2;;;4;434;;2;1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;;2;;1;2;1;2;2;;2;;2;;3;1;1;2;2;;;1;1;2;1;;;1;;1;10;30;1;10;20;5;45;45;45;10;;;1;1;;;;;;1;;1;;;;;1;;1;1;;;;;1;1;1;;;4;2;5;5;3;3
7606504;1;1;1;15.676.495.046;1;2;;2;2;2;2;;2;;;2;;;1;1;1920000;2;;;6;434;;2;1;1;2;2;1;2;1;2;2;1;2;2;2;2;2;;2;;2;2;1;2;1;1;2;;2;;;1;1;2;2;;;1;1;2;1;;;1;;2;5;30;3;5;10;5;30;30;30;5;;;1;;;;;;;1;;;;;;;1;;1;;;;;;1;1;1;;;2;4;5;4;3;3
